gene	chromosome	tss
VPS50	chr7	92861679
CERS4	chr19	8274254
ADIPOR2	chr12	1800236
CEP97	chr3	101443458
OBI1	chr13	79233290
MUL1	chr1	20834644
ARHGEF33	chr2	39117023
MAPK1IP1L	chr14	55518365
HEBP1	chr12	13153199
WNT16	chr7	120969054
LINC00489	chr20	36251521
LOC100287792	chr20	36305312
NKD1	chr16	50582307
KCNH7	chr2	163695277
LOC149684	chr20	36888577
PNPLA1	chr6	36237837
SNHG17	chr20	37064020
SNORA71B	chr20	37053978
SNORA71A	chr20	37056086
SNORA71C	chr20	37058447
SNORA71D	chr20	37062642
MRPL52	chr14	23299096
SNORA71E	chr20	37076726
SNORA60	chr20	37078012
MIR548O2	chr20	37145206
ZNF91	chr19	23578273
CSK	chr15	75074425
ERI1	chr8	8860407
LYZL6	chr17	34270717
IDH3G	chrX	153059830
LINC01734	chr20	37853391
LINC01370	chr20	38633103
SNORD154	chr20	39343263
LOC100128988	chr20	39609353
PLCG1-AS1	chr20	39766640
CCER1	chr12	91348953
MIR6871	chr20	39797663
CELSR2	chr1	109792161
GPR37	chr7	124405846
TSPOAP1	chr17	56406156
PLXNB3	chrX	153029651
POLB	chr8	42196012
NFKBIA	chr14	35873960
KIR2DL5A	chr19_gl000209_random	86691
LOC101927159	chr20	41314123
LOC101927138	chr20	41597383
LONP2	chr16	48278211
TEX47	chr7	88425051
SLFN14	chr17	33887838
PDCD11	chr10	105156383
LINC01728	chr20	42523358
PGAP6	chr16	431978
OSER1-DT	chr20	42839726
DPYSL4	chr10	134000452
BRPF3	chr6	36164521
TMCO6	chr5	140019012
APOL4	chr22	36600879
MIR3646	chr20	43036760
LINC01430	chr20	43079197
LINC01620	chr20	43093984
TERB2	chr15	45248885
BHLHE23	chr20	61638316
XKR7	chr20	30555954
ZC3H12C	chr11	109964118
LINC01260	chr20	43300380
KCNK15-AS1	chr20	43374868
LSM1	chr8	38034248
STK4-AS1	chr20	43595099
ATRNL1	chr10	116853124
DYRK1B	chr19	40324802
SYS1-DBNDD2	chr20	43991809
DBNDD2	chr20	44036929
DAZ2	chrY	25365604
ASB15-AS1	chr7	123265011
ZAN	chr7	100331218
MIR6812	chr20	44054150
LOC105372631	chr20	44056062
AP5M1	chr14	57735689
RPS18	chr6	33239852
FEZ1	chr11	125366161
MIR3617	chr20	44333819
BPIFC	chr22	32853373
MAPK1	chr22	22221935
ADAMTS15	chr11	130318869
DAAM2	chr6	39760773
ZIC2	chr13	100634038
RBBP6	chr16	24550908
ZSWIM3	chr20	44486253
RWDD2A	chr6	83903076
FGF23	chr12	4488878
VN1R1	chr19	57968107
HSPA1L	chr6_qbl_hap6	3076707
SLC12A5-AS1	chr20	44650712
MBTPS2	chrX	21857735
TCTN3	chr10	97453900
TMED2-DT	chr12	124068874
NGRN	chr15	90808904
SC5D	chr11	121163577
BAIAP2L1	chr7	98030402
ANKRD49	chr11	94227150
LOC105372633	chr20	45035418
ZNF663P	chr20	45086282
MKRN7P	chr20	45093931
ZNF334	chr20	45142211
PCDHA11	chr5	140247098
LPL	chr8	19796764
LIPC	chr15	58724190
MIR3616	chr20	45795609
MBD3	chr19	1592864
CHCHD10	chr22	24110159
TTC4	chr1	55181534
TMSB4Y	chrY	15815779
OLFM2	chr19	10024477
PPAN-P2RY11	chr19	10217038
ICAM4	chr19	10397631
STAB2	chr12	103981051
NIPSNAP2	chr7	56032278
SPRN	chr10	135238121
LOC100131496	chr20	45947246
LOC101927377	chr20	45981305
LINC01754	chr20	46040888
DSG4	chr18	28956740
KRTAP4-12	chr17	39280434
RBP5	chr12	7282601
WDR3	chr1	118472362
JSRP1	chr19	2256416
NIPA1	chr15	23086843
LINC01522	chr20	46618861
LINC01523	chr20	46611970
LINC00494	chr20	46988654
SPAAR	chr9	35909487
ZNF462	chr9	109625447
CSE1L-AS1	chr20	47662593
CROCC2	chr2	241845753
MIR3909	chr22	35731633
NHLH1	chr1	160336861
ADCY1	chr7	45613967
DUSP5	chr10	112257665
RPS16	chr19	39926589
SNORD12C	chr20	47895482
SNORD12B	chr20	47896850
SNORD12	chr20	47897220
SLC9A8	chr20	48429365
KIR2DL1	chr19	55281245
LOC105372653	chr20	48532359
SI	chr3	164796284
F11-AS1	chr4	187422212
LINC00544	chr13	30510668
LINC01060	chr4	189376732
FCMR	chr1	207095286
ABCA9	chr17	67057068
TSR1	chr17	2239751
TMEM189	chr20	48770260
LINC01273	chr20	48789107
CEBPB-AS1	chr20	48808606
LINC01270	chr20	48909257
LINC01271	chr20	48937879
MIR1302-5	chr20	49231322
LOC100506175	chr20	49262008
CMTM1	chr16	66600342
GPR180	chr13	95254111
ADNP-AS1	chr20	49547521
GTPBP1	chr22	39101949
LINC01429	chr20	50479452
FAR1	chr11	13690215
LINC01524	chr20	51237377
LOC101927770	chr20	52169309
LOC105372672	chr20	52224893
MIR4756	chr20	52685024
LAP3	chr4	17578927
LINC01441	chr20	54043735
LINC01440	chr20	54039581
SLC8A2	chr19	47975150
ALPK3	chr15	85360587
FBXW11	chr5	171433877
ACAD8	chr11	134123434
GCNT7	chr20	55100981
LINC01716	chr20	55152619
BMP7-AS1	chr20	55788752
MIR4325	chr20	55896647
LOC100291105	chr20	55968112
CRAMP1	chr16	1662361
SLC45A3	chr1	205649637
SERPINB12	chr18	61223393
EFHC1	chr6	52285806
ATMIN	chr16	81070803
LINC01742	chr20	56578960
PPP4R1L	chr20	56884495
XKR9	chr8	71581574
CNMD	chr13	53313955
APCDD1L-DT	chr20	57090435
LINC01711	chr20	57209828
NBPF4	chr1	108786703
RNF144A-AS1	chr2	7058813
LINC00668	chr18	6929868
STX16-NPEPL1	chr20	57226309
LOC105372695	chr20	57348481
LOC101927932	chr20	57463865
KLC1	chr14	104095525
KTN1-AS1	chr14	56046810
LINC00589	chr8	29605625
PLA2G4F	chr15	42448834
SLMO2-ATP5E	chr20	57617901
PKNOX1	chr21	44394620
ZBED4	chr22	50247492
DRG1	chr22	31795590
ZFYVE26	chr14	68283307
ULBP2	chr6	150263150
PUS1	chr12	132413821
LOC729296	chr20	58662741
MIR646HG	chr20	58713548
LOC101928048	chr20	59048034
MIR4533	chr20	59053169
MIR548AG2	chr20	59139620
LINC01718	chr20	59654120
PIK3C2G	chr12	18414452
LOC100128310	chr20	60294804
MIR1257	chr20	60528718
LOC102724951	chr7_gl000195_random	86719
LOC102724219	chr7_gl000195_random	86719
KIAA0825	chr5	93954309
EPHA6	chr3	96533438
SLC22A25	chr11	62997124
HOXC12	chr12	54348687
SLC66A3	chr2	11295498
MIR1-1HG-AS1	chr20	61148768
KRT33B	chr17	39526065
KRT32	chr17	39623638
KRT31	chr17	39553860
KRT19	chr17	39684560
PLEKHF1	chr19	30156368
DHRS11	chr17	34948309
LAGE3	chrX	153707596
UPK3B	chr7	76139740
MIR4758	chr20	60907613
LAMA5-AS1	chr20	60928066
KRT36	chr17	39646116
SLC7A3	chrX	70150946
MYH14	chr19	50706879
OGFR-AS1	chr20	61436939
RPS19	chr19	42364325
L3MBTL1	chr20	42143081
EIF4A1	chr17	7476143
PC	chr11	66675424
TGIF2LX	chrX	89176907
ARX	chrX	25034082
SNORA117	chr20	61514255
GSTM5	chr1	110254873
AVL9	chr7	32535101
LINC01749	chr20	61640735
LINC00029	chr20	61668380
LINC01056	chr20	61669363
HAR1B	chr20	61733671
HAR1A	chr20	61732644
MIR3196	chr20	61870131
NKAIN4	chr20	61885815
FLJ16779	chr20	61885330
PLXNB1	chr3	48470872
PXDN	chr2	1748287
MIR4326	chr20	61918160
UTP6	chr17	30228727
NKX2-2	chr20	21494702
LOC100130587	chr20	61991340
PSMG1	chr21	40555377
NUAK1	chr12	106533811
DOCK3	chr3	50712358
HELZ2	chr20	62205592
MHENCR	chr20	62258588
PRSS50	chr3	46759359
RTEL1-TNFRSF6B	chr20	62289163
ZBTB46-AS1	chr20	62439429
RAB3A	chr19	18314852
BPIFB3	chr20	31643137
TREML4	chr6	41196087
RNF138	chr18	29672569
GNG12	chr1	68299150
TRH	chr3	129693563
CEP192	chr18	12991361
MIR1914	chr20	62572897
UCKL1-AS1	chr20	62584737
SPDL1	chr5	169010777
MIR6813	chr20	62708363
SAMD4A	chr14	55033846
AQP6	chr12	50366730
THEM6	chr8	143808641
LINC00266-1	chr20	62921738
MIR3648-1	chr21	9825832
MIR3648-2	chr21	9825832
TEKT4P2	chr21	9968594
MTMR2	chr11	95657371
BLOC1S5	chr6	8064647
SIAH3	chr13	46425888
PHLDB3	chr19	44008985
SLC25A42	chr19	19174803
ANKRD30BP2	chr21	14410487
MIR3156-3	chr21	14778781
LINC01674	chr21	14918354
MIR3118-1	chrUn_gl000213	104742
LOC110091777	chrUn_gl000215	67793
MIR8069-1	chrUn_gl000215	68514
MIR8069-2	chrUn_gl000215	68514
CYP4F29P	chr21	15220685
LOC110091776	chr21	15306200
ANKRD20A11P	chr21	15352765
TICAM1	chr19	4831754
ABCC13	chr21	15646120
SAMSN1-AS1	chr21	15954523
LINC02246	chr21	16290989
MIR99AHG	chr21	17960918
SNORD74B	chr21	17657089
LINC01549	chr21	18811208
SLC2A11	chr22	24199121
C21orf91-OT1	chr21	19164826
HPGDS	chr4	95263987
MOCS3	chr20	49575355
BMP10	chr2	69098529
CHODL-AS1	chr21	19257925
MIR548XHG	chr21	20132130
MIR548X	chr21	20058482
LINC01683	chr21	21272069
LINC02573	chr21	21630998
MIR1468	chrX	63005967
MIR320C1	chr18	19263479
TRMT112	chr11	64085031
MIR1271	chr5	175794949
SNX5	chr20	17949437
ZNF124	chr1	247335319
TCEANC	chrX	13671260
TNFSF4	chr1	173176470
LINC00317	chr21	23109639
LINC01425	chr21	23119305
LINC01687	chr21	23470778
LINC00308	chr21	23470936
MIR6130	chr21	24451606
D21S2088E	chr21	24757156
LINC01689	chr21	25693690
LINC01684	chr21	25801054
LINC01692	chr21	26212864
LINC00158	chr21	26804013
TRHR	chr8	110098857
TRIM67	chr1	231298674
LOC645188	chrX	140713994
PYDC5	chr1	158970102
OVOL2	chr20	18039832
TUBA3C	chr13	19755964
ZNF423	chr16	49698235
CCDC22	chrX	49091930
CBWD1	chr9	179075
PRM3	chr16	11367486
LY6G6D	chr6_ssto_hap7	3013950
CYYR1-AS1	chr21	27778262
MIR4759	chr21	28326280
LINC00113	chr21	29094698
LINC00314	chr21	29385682
LINC01697	chr21	29462722
LINC01695	chr21	29600986
MIR4437	chr2	182170379
MIR548AC	chr1	117102733
CDH8	chr16	62070342
RWDD2B	chr21	30391670
POU4F1	chr13	79177687
TNFRSF18	chr1	1141972
SMYD4	chr17	1733196
PIK3R5	chr17	8869029
LIX1	chr5	96478315
EID2	chr19	40030801
LINC00189	chr21	30565815
PRIMA1	chr14	94254831
BACH1-IT2	chr21	30744821
BACH1-IT3	chr21	30868367
PNMA1	chr14	74181087
DCAF10	chr9	37800551
RNPC3	chr1	104068321
GRIK1-AS2	chr21	30968360
GRIK1-AS1	chr21	31120494
LINC00307	chr21	31584101
MIR4327	chr21	31747696
AMN	chr14	103388993
INA	chr10	105036895
PLCD4	chr2	219472622
FBXO22	chr15	76196219
SERPINH1	chr11	75273298
SEC14L3	chr22	30868034
RIC1	chr9	5629119
LINC00159	chr21	33458608
SLC35A4	chr5	139944150
SNORA80A	chr21	33749631
URB1-AS1	chr21	33765442
HLA-DRB3	chr6_cox_hap2	3947195
LOC112268355	chr19_gl000209_random	70062
PAXBP1-AS1	chr21	34100425
ZNF234	chr19	44645707
C21orf62-AS1	chr21	34144411
ITGAL	chr16	30484063
LINC01690	chr21	34331196
LINC00945	chr21	34430135
LOC101928107	chr21	34496006
LINC01548	chr21	34542541
IL10RB-DT	chr21	34638565
SPDYE5	chr7	75122947
PSMD4	chr1	151227210
PAK2	chr3	196466728
PLEKHG3	chr14	65171142
ANKRD26	chr10	27389427
TMEM185B	chr2	120980976
MIR6501	chr21	34922968
CD19	chr16	28943292
KCNQ3	chr8	133493342
NT5E	chr6	86159801
ASCL5	chr1	201084500
DDO	chr6	110736778
CSNKA2IP	chr3	88387606
LOC101928126	chr21	35348683
TCEAL3	chrX	102862834
LINC00160	chr21	36109479
LINC01426	chr21	36118122
RUNX1-IT1	chr21	36411723
LOC100506403	chr21	36953062
PPP1R2P2	chr21	37258743
LOC101928269	chr21	37376965
LINC01436	chr21	37377618
LTK	chr15	41806025
LOC100133286	chr21	37498938
SRP54	chr14	35452198
LOC105369306	chr21	37477179
LRRC32	chr11	76381791
G6PC2	chr2	169757801
PHOSPHO2-KLHL23	chr2	170550979
GTF2IRD2B	chr7	74508381
NISCH	chr3	52489620
GPRC6A	chr6	117150220
LEAP2	chr5	132209360
LOC105372795	chr21	38436366
KRTAP2-3	chr17	39216366
IZUMO1R	chr11	94038803
DENND2B	chr11	8932498
PDE12	chr3	57542001
TTC3-AS1	chr21	38566227
GNAT3	chr7	80141380
FOXRED2	chr22	36903087
DSCR4	chr21	39493454
DSCR8	chr21	39493545
DSCR10	chr21	39578250
LINC01423	chr21	39717998
WWP1	chr8	87354776
LINC00114	chr21	40145401
LOC101928398	chr21	40229463
LOC400867	chr21	40310353
LINC01700	chr21	40349700
TAS2R14	chr12	11091806
MS4A4A	chr11	60048139
UGT8	chr4	115520441
BRWD1-AS2	chr21	40685833
BRWD1-AS1	chr21	40687633
XKR5	chr8	6693046
LY6G5C	chr6_mann_hap4	2991041
MCRIP2	chr16	691828
MIR6508	chr21	40818936
CLIP1	chr12	122907216
SYNM	chr15	99645286
TIGD3	chr11	65122222
TIGD4	chr4	153700882
EGFR-AS1	chr7	55256642
NRAD1	chr13	44596471
MIR4760	chr21	41584358
DSCAM-IT1	chr21	42002693
LINC00323	chr21	42519991
MIR3197	chr21	42539484
SPATC1L	chr21	47604373
PICK1	chr22	38453262
GSC	chr14	95236499
LINC00111	chr21	43099462
LINC00479	chr21	43135935
LINC00112	chr21	43136596
SLC30A4	chr15	45814953
MIR6814	chr21	43167001
CTC1	chr17	8151374
ANXA13	chr8	124749633
LOC115995503	chr11	3631554
SNORA91	chr21	43368391
ZNF295-AS1	chr21	43442378
UMODL1-AS1	chr21	43528644
GDF11	chr12	56136906
PRDX2	chr19	12912614
CDHR3	chr7	105603710
MRPL32	chr7	42971975
SPTSSA	chr14	34931446
DTX3L	chr3	122283185
ZNF681	chr19	23941693
TINF2	chr14	24711829
ARHGAP4	chrX	153191718
LOC101930094	chr21	43916649
LINC01671	chr21	44035205
LINC01668	chr21	44200104
CYSTM1	chr5	139554773
ERMN	chr2	158184224
GATAD2B	chr1	153895448
SMOX	chr20	4129426
MIR5692B	chr21	44371124
CA2	chr8	86376236
FAM153A	chr5	177210426
HSPA2	chr14	65007186
HTATSF1	chrX	135579751
PPP1R3E	chr14	23772068
FAU	chr11	64889606
FRGCA	chr21	44561202
LOC106780825	chr21	44561202
LINC00322	chr21	44751919
LINC01679	chr21	44782229
LINC01669	chr21	44899414
MIR6070	chr21	45029870
ANOS1	chrX	8700178
AATBC	chr21	45232448
NEU3	chr11	74699689
IQCC	chr1	32671272
LINC01678	chr21	45579745
TGS1	chr8	56686005
TCFL5	chr20	61493174
NINJ2-AS1	chr12	740057
TANK	chr2	161993466
TRIM23	chr5	64920160
THEM5	chr1	151826188
TRPM2-AS	chr21	45845446
LRRC3-DT	chr21	45875167
LINC02575	chr21	45905454
VIL1	chr2	219283846
TSPEAR-AS1	chr21	45925927
TSPEAR-AS2	chr21	45937098
CTAGE4	chr7	143966392
FAM174A	chr5	99871078
LINC01424	chr21	46222156
ZNF28	chr19	53324886
LINC01547	chr21	46359828
PICSAR	chr21	46424642
SSR4P1	chr21	46493126
OLFML1	chr11	7506737
NHLRC2	chr10	115614420
LINC00334	chr21	46654255
ASNSD1	chr2	190526185
LINC00316	chr21	46761905
RCCD1	chr15	91498106
EIF2B2	chr14	75469624
COL18A1-AS2	chr21	46829980
COL18A1-AS1	chr21	46844985
ZNF567	chr19	37178514
ADAMTS3	chr4	73434938
MIR6815	chr21	46898180
MIP	chr12	56848441
LINC01694	chr21	47013568
CPHXL	chr16	75760388
MBNL2	chr13	97874550
PDE7A	chr8	66701292
TMEM191B	chr22	20377669
GLYATL1B	chr11	58853780
STRBP	chr9	126030865
LOC101928796	chr21	47392884
IKBKE	chr1	206643819
C2orf50	chr2	11273254
DHX34	chr19	47852572
CDH4	chr20	59827317
SNORD159	chr21	47614073
MIR345	chr14	100774196
SLN	chr11	107582782
C21orf58	chr21	47743784
RELB	chr19	45504722
H2AZ1	chr4	100871432
GTF3A	chr13	27998756
HOXB4	chr17	46655712
CD300LD	chr17	72588422
ABHD16B	chr20	62492566
SAMD10	chr20	62610995
WNT9B	chr17	44928949
WFDC3	chr20	44420522
SLC38A5	chrX	48328648
DIP2A-IT1	chr21	47882384
GEMIN6	chr2	39005352
C15orf61	chr15	67813469
ANKRD62P1-PARP4P3	chr22	17156430
LINC01665	chr22	17229328
XKR3	chr22	17302589
HSFY1P1	chr22	17308364
MEGF9	chr9	123476748
CECR7	chr22	17517460
LINC01664	chr22	17602485
HDHD5-AS1	chr22	17640279
HSD17B14	chr19	49339748
CECR3	chr22	17747623
TNN	chr1	175036969
TMSB15A	chrX	101771667
ZNF655	chr7	99156457
CCDC167	chr6	37467669
MIR3198-1	chr22	18247025
LINC00528	chr22	18260056
MIR648	chr22	18463727
LINC01634	chr22	18512151
CDC20	chr1	43824652
FAM230D	chr22	18688630
LOC105379550	chr22	18668247
FAM230E	chr22	18721427
GGT3P	chr22	18779474
LOC102725072	chr22	18837631
FAM230F	chr22	18881944
DGCR9	chr22	19005347
DGCR10	chr22	19010137
DGCR11	chr22	19035888
CALB2	chr16	71392616
LINC01311	chr22	19159219
ZNF605	chr12	133532892
ARID1A	chr1	27022506
SPRED2	chr2	65659733
UXT	chrX	47518579
LINC00895	chr22	19554362
SEPT5-GP1BB	chr22	19705992
TPX2	chr20	30327093
SLC40A1	chr2	190445537
MIR4761	chr22	19951276
SPNS2	chr17	4402176
GRXCR2	chr5	145252531
MIR656	chr14	101533061
MIR411	chr14	101489662
LEF1-AS1	chr4	109093276
MIR3618	chr22	20073269
SLC16A1-AS1	chr1	113499037
MIR6816	chr22	20102274
SNORA77B	chr22	20113925
LOC284865	chr22	20192441
LINC00896	chr22	20193855
MIR1286	chr22	20236734
FAM230G	chr22	20328520
FAM230A	chr22	20336994
PI4KAP1	chr22	20398695
FAM230J	chr22	20656828
NME3	chr16	1821710
IL36A	chr2	113763036
C14orf132	chr14	96505661
POM121L4P	chr22	21043843
TMEM191A	chr22	21055402
VRK3	chr19	50528805
SNRPC	chr6	34724871
LINC01637	chr22	21311380
ITGAD	chr16	31404656
THAP7-AS1	chr22	21356211
TUBA3FP	chr22	21368576
P2RX6	chr22	21369449
PARP8	chr5	49962471
MIR649	chr22	21388561
P2RX6P	chr22	21398538
BCRP2	chr22	21457305
LOC102724728	chr22	21636786
FAM230B	chr22	21521192
POM121L8P	chr22	21636714
FAM230H	chr22	21680925
PI4KAP2	chr22	21871780
C19orf18	chr19	58485902
ARID3C	chr9	34628083
CT47A12	chrX	120114778
HAO1	chr20	7921105
BCR	chr22	23522696
CYMP	chr1	111023388
OR4Q3	chr14	20215587
KCNE2	chr21	35736323
EXOC3L2	chr19	45737469
CTTN	chr11	70244635
ST13	chr22	41252643
KIAA0319L	chr1	36023004
LL22NC03-63E9.3	chr22	22901750
POM121L1P	chr22	22987012
MIR5571	chr22	23228447
FBXW4P1	chr22	23604954
LINC02556	chr22	23668803
CES5AP1	chr22	23724313
LINC01659	chr22	23775751
FAM230I	chr22	23829167
PCAT14	chr22	23880289
GUSBP11	chr22	24059610
C22orf15	chr22	24105208
H2BU1	chr1	228645808
PRR30	chr2	27362278
MIR181D	chr19	13985689
MIR432	chr14	101350820
C6orf47	chr6_mann_hap4	2971445
NUPR2	chr7	56184110
LOC391322	chr22	24373101
GSTT1-AS1	chr22	24375963
PHF8	chrX	54071569
VAX1	chr10	118897781
GSTTP2	chr22	24401899
NOB1	chr16	69788871
NUP205	chr7	135242665
POM121L9P	chr22	24647589
SPECC1L-ADORA2A	chr22	24666785
ABHD2	chr15	89631687
ADORA2A-AS1	chr22	24891042
FZR1	chr19	3522954
FOXA3	chr19	46367584
CWC25	chr17	36981574
SLC5A8	chr12	101604016
BCRP3	chr22	25028882
POM121L10P	chr22	25055114
NF1	chr17	29421945
TOP1P2	chr22	25160468
GIP	chr17	47045958
BIRC2	chr11	102217913
MMP7	chr11	102401478
IGLL3P	chr22	25714224
LRRC61	chr7	150020444
CRYBB2P1	chr22	25844054
MIR6817	chr22	25851613
ARMT1	chr6	151773393
ASAP3	chr1	23810672
TANGO6	chr16	68877434
TOB2	chr22	41842805
EPS8	chr12	15942322
EPRS1	chr1	220219847
ARL14EPL	chr5	115387163
B3GALT1-AS1	chr2	168797654
PLXND1	chr3	129325582
BOLA3	chr2	74375039
LOC100507599	chr22	26908498
TTI1	chr20	36661858
NPPC	chr2	232791106
LCE4A	chr1	152681523
PAQR7	chr1	26197744
MIATNB	chr22	27068806
LOC110091768	chr22	27256174
LINC01422	chr22	27299255
LINC02554	chr22	27706612
TTC28-AS1	chr22	28315364
MIR3199-1	chr22	28316600
MIR3199-2	chr22	28316514
MIR5739	chr22	28855857
AKAP5	chr14	64932217
LCP2	chr5	169724781
FGF3	chr11	69634184
TOR3A	chr1	179051205
ZNRF3-AS1	chr22	29427464
EFCAB14	chr1	47184786
TNFRSF14	chr1	2487804
DDX39A	chr19	14530195
KIF13B	chr8	29120587
LINC00313	chr21	44898103
C3orf85	chr3	108855566
C6orf89	chr6	36853728
SNORD125	chr22	29729247
RFPL1S	chr22	29838118
XRCC2	chr7	152373226
WNT1	chr12	49372105
B3GNT5	chr3	182971041
KRTAP3-1	chr17	39165380
KRTAP1-5	chr17	39183460
AGBL3	chr7	134671259
ORC6	chr16	46723571
HEBP2	chr6	138725360
LEMD3	chr12	65563363
ADAM7	chr8	24298539
MIR6818	chr22	30403038
LIF-AS1	chr22	30635183
LOC91370	chr22	30642199
MBTPS1	chr16	84150547
HIBCH	chr2	191184552
KIAA1656	chr22	30773894
LOC105372990	chr22	30828673
FCRL5	chr1	157522305
SDC4P	chr22	30877743
PASD1	chrX	150732147
GNG4	chr1	235814054
CAD	chr2	27440258
SLC35E4	chr22	31031768
MIR3200	chr22	31127544
LOC107985544	chr22	31317766
MORC2-AS1	chr22	31318295
ZBTB24	chr6	109804440
GIMD1	chr4	107288592
RNF225	chr19	58907457
CFAP73	chr12	113587663
FAM71C	chr12	100041531
UBE2I	chr16	1359637
PRSS35	chr6	84222253
NIM1K	chr5	43192954
UBE2G1	chr17	4269969
PIK3IP1-AS1	chr22	31731335
LINC01521	chr22	31742745
NAGLU	chr17	40688259
NAGA	chr22	42466846
MYOC	chr1	171621828
MYL3	chr3	46904934
MYBPC3	chr11	47374253
TRIM33	chr1	115053824
TRIM4	chr7	99517153
APBB1IP	chr10	26727270
CLN8	chr8	1711955
ACAT2	chr6	160183511
MIR7109	chr22	32017517
HMX2	chr10	124907638
CCS	chr11	66360656
CLEC2B	chr12	10022458
UBE2NL	chrX	142967173
C16orf86	chr16	67700717
ZKSCAN2	chr16	25269166
ACOT1	chr14	74003847
BEX5	chrX	101410762
S100A2	chr1	153536363
RRP9	chr3	51975920
MAPK6-DT	chr15	52311292
FAM133A	chrX	92929205
C16orf58	chr16	31519712
C22orf24	chr22	32341348
LINC02558	chr22	32366810
SLA2	chr20	35274599
AP1B1P1	chr22	32517964
ALOXE3	chr17	8022234
SLC5A4-AS1	chr22	32601102
RFPL3S	chr22	32767251
LOC339666	chr22	32772651
DVL2	chr17	7137836
DUSP8	chr11	1593501
PVRIG	chr7	99816871
NABP2	chr12	56618126
LINC01640	chr22	33504515
CPM	chr12	69357020
HSF1	chr8	145515286
MIR4764	chr22	33832655
SNORA50B	chr22	34100906
LARGE-AS1	chr22	34120972
ISX-AS1	chr22	35393905
LINC01399	chr22	35627049
COTL1	chr16	84651684
MIR6069	chr22	35732792
FIS1	chr7	100888362
RLIM	chrX	73834459
IL1RAPL1	chrX	28605563
IRX1	chr5	3595946
APOL2	chr22	36635573
RAC1	chr7	6414158
HOXD3	chr2	177022035
CPSF6	chr12	69633349
MIR6819	chr22	36682953
BAX	chr19	49458132
LOC105373021	chr22	37099921
NCF4-AS1	chr22	37266485
LL22NC01-81G9.3	chr22	37361289
C1orf210	chr1	43751252
KCTD17	chr22	37447776
PAIP2B	chr2	71454233
FAT1	chr4	187645010
LOC100506271	chr22	37750879
LOC101927051	chr22	38054384
GABRR1	chr6	89941007
DNASE2B	chr1	84874034
ARRDC2	chr19	18118979
RBM8A	chr1	145507557
XIST	chrX	73072588
MIR658	chr22	38240378
MIR659	chr22	38243781
TJP3	chr19	3708382
C22orf23	chr22	38349608
MIR6820	chr22	38363570
MIR4534	chr22	38384801
LHFPL6	chr13	40177330
LHFPL2	chr5	77944595
POLR2G	chr11	62529052
PPL	chr16	4987149
POU3F1	chr1	38512465
POU2F2	chr19	42636598
CYREN	chr7	134855578
KCNC1	chr11	17757495
SNORA92	chr22	38620727
PTCD3	chr2	86333358
EBF4	chr20	2673426
TPTEP2	chr22	38794931
TRIM21	chr11	4414932
SRY	chrY	2655723
TRIM35	chr8	27168789
LOC105373031	chr22	38966505
PYDC2	chr3	191178952
LOC112268354	chr19	55314991
LOC112267881	chr19	55280980
LOC102724788	chr22	18923806
TEX28	chrX	153523564
SLC45A4	chr8	142238673
APOBEC3B-AS1	chr22	39394225
TRA2B	chr3	185655802
APOBEC3D	chr22	39417132
ANKRD29	chr18	21242875
PTCHD1	chrX	23352966
SNORD83B	chr22	39709916
SNORD83A	chr22	39711312
SNORD139	chr22	39712901
SNORD43	chr22	39715118
CAMK1G	chr1	209757059
LOC100506472	chr22	39828165
CR1L	chr1	207818478
C9orf50	chr9	132383055
CFAP70	chr10	75118512
MLF2	chr12	6862082
CNTNAP2-AS1	chr7	146794701
HPD	chr12	122326517
USP40	chr2	234474219
TBC1D31	chr8	124085489
SULT1C4	chr2	108994410
SLCO3A1	chr15	92396938
MRTFA-AS1	chr22	40917804
CHMP7	chr8	23104154
SLC25A17	chr22	41215403
MIR4766	chr22	41209962
XPNPEP3	chr22	41253152
PRSS22	chr16	2908171
SNORD140	chr22	41469725
EP300-AS1	chr22	41593505
CCDC9	chr19	47759782
GTF3C3	chr2	197664407
MIR6889	chr22	41649054
TMEM132C	chr12	128751948
RNF31	chr14	24616084
TEDC2	chr16	2510110
LOC105373044	chr22	41956887
CNGA1	chr4	48018698
LSG1	chr3	194392920
MROH2B	chr5	41071444
MIR378I	chr22	42319301
LINC00634	chr22	42348191
WDR45B	chr17	80606320
RSC1A1	chr1	15986208
SMDT1	chr22	42475704
NDUFA6-DT	chr22	42486937
LOC101929829	chr22	42526883
WDR5B	chr3	122134909
LINC01315	chr22	42765214
RPL27	chr17	41150436
GSTCD	chr4	106629941
RRP7BP	chr22	42978017
KRTAP21-3	chr21	32091095
KRTAP22-2	chr21	31962716
RNU12	chr22	43011251
RPL3	chr22	39715628
MPPED2	chr11	30602040
ELOVL6	chr4	111119771
LOC100506679	chr22	43434591
ENPP6	chr4	185139026
KCTD6	chr3	58477823
UQCR10	chr22	30163358
LOC105373051	chr22	43608680
LOC101927447	chr22	43671948
LINC01639	chr22	43796337
EFCAB6-AS1	chr22	43912134
SLC15A2	chr3	121613248
PRC1	chr15	91537765
TMC5	chr16	19429205
LINC01656	chr22	44839207
LINC00207	chr22	44965220
LINC00229	chr22	45021299
ODF3B	chr22	50971008
CRNN	chr1	152386739
TRIM56	chr7	100728762
LOC101927551	chr22	45399500
NUP50-DT	chr22	45559662
LOC105373064	chr22	45587493
OR5M9	chr11	56230877
DUSP16	chr12	12715797
