"","coefficients.ConditionC...ConditionA","coefficients.ConditionC...ConditionB","coefficients.ConditionC...ConditionD","coefficients.ConditionA...ConditionB","coefficients.ConditionA...ConditionD","coefficients.ConditionB...ConditionD","df.residual","sigma","stdev.unscaled.ConditionC...ConditionA","stdev.unscaled.ConditionC...ConditionB","stdev.unscaled.ConditionC...ConditionD","stdev.unscaled.ConditionA...ConditionB","stdev.unscaled.ConditionA...ConditionD","stdev.unscaled.ConditionB...ConditionD","Amean","s2.post","t.ConditionC...ConditionA","t.ConditionC...ConditionB","t.ConditionC...ConditionD","t.ConditionA...ConditionB","t.ConditionA...ConditionD","t.ConditionB...ConditionD","df.total","p.value.ConditionC...ConditionA","p.value.ConditionC...ConditionB","p.value.ConditionC...ConditionD","p.value.ConditionA...ConditionB","p.value.ConditionA...ConditionD","p.value.ConditionB...ConditionD","lods.ConditionC...ConditionA","lods.ConditionC...ConditionB","lods.ConditionC...ConditionD","lods.ConditionA...ConditionB","lods.ConditionA...ConditionD","lods.ConditionB...ConditionD","F","F.p.value"
"negative regulation of calcium ion transport into cytosol (GO:0010523)",-0.364765076994906,-0.0973342610819024,-0.148344261034405,0.267430815913004,0.216420815960501,-0.0510099999525031,8,0.337746327658569,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00558526004127085,0.0912059505926666,-1.47926947052683,-0.394729676538514,-0.601595794981006,1.08453979398831,0.877673675545821,-0.206866118442491,10.5879122222204,0.168194169425992,0.700877426633216,0.56010352384484,0.30220299515636,0.399598517722333,0.840038817302103,-5.79522466836647,-7.04762950989285,-6.97407659866778,-6.51406022107384,-6.661836964297,-6.81068926009533,0.782549736826922,0.528975826173115
"positive regulation of intracellular steroid hormone receptor signaling pathway (GO:0033145)",-0.137465805518801,0.47786412425201,-0.257077942167938,0.615329929770811,-0.119612136649137,-0.734942066419948,8,0.235605399692645,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0543010828393161,0.0469572441407065,-0.776942735614299,2.70083937272319,-1.45297835269102,3.47778210833749,-0.676035617076723,-4.15381772541421,10.5879122222204,0.454200785195922,0.021265056354725,0.175215746994224,0.00546361737853193,0.513513613797456,0.00174173904368785,-6.55333343230408,-4.12003076791946,-6.12096435102593,-2.74814109120851,-6.82266891390944,-1.33829573028053,6.63591894494306,0.0086275237631028
"negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)",0.116313333990006,0.399582984411862,0.652070736926052,0.283269650421856,0.535757402936046,0.25248775251419,8,0.104978310716081,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0247677061327702,0.0133419608177783,1.23329026540411,4.23684704058622,6.91401806326767,3.0035567751821,5.68072779786356,2.67717102268146,10.5879122222204,0.244146220656371,0.00151922960396906,3.08804763995024e-05,0.0124873750792811,0.000164255382338647,0.0221688915161421,-6.1021575042092,-1.44792426900637,2.57479158317119,-3.58108102890816,0.91050232732345,-3.88293077478419,19.2891316338506,0.0001323554466375
"negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147)",-0.165710323084885,0.0904822007405632,0.280932984988098,0.256192523825449,0.446643308072983,0.190450784247534,8,0.223514388393173,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00143384607364479,0.0427628591257595,-0.981435643154063,0.535889709371458,1.66385316057677,1.51732535252552,2.64528880373083,1.12796345120531,10.5879122222204,0.348272055552939,0.60310994967324,0.12542102508942,0.158460110285474,0.0234469978518574,0.284246783130884,-6.37217965838407,-6.97766504482259,-5.83068419253546,-5.98837505883562,-4.15340816157675,-6.18422247150915,2.43182194500669,0.122252581663728
"regulation of intracellular estrogen receptor signaling pathway (GO:0033146)",-0.157723650327953,0.0929216919833081,-0.0356094841318541,0.250645342311261,0.122114166196099,-0.128531176115162,8,0.25481114179767,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00357941793900309,0.0540738982437765,-0.830708414435698,0.48940556000089,-0.187550174248047,1.32011397443659,0.643158240187651,-0.676955734248937,10.5879122222204,0.424474607725597,0.634535452077022,0.854774960692711,0.214624357009402,0.533802561529963,0.512952480275938,-6.50925503489808,-7.00294951060047,-7.14855808439279,-6.243559351518,-6.84529605709519,-6.59114233191451,0.596565305565181,0.630788096573547
"quaternary ammonium group transport (GO:0015697)",0.44692226786432,-0.285797501020794,0.787885625878971,-0.732719768885115,0.340963358014651,1.07368312689977,8,0.209452507299164,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0215377977531048,0.0381626479588475,2.80193704307567,-1.79178050079109,4.93957468578708,-4.59371754386676,2.13763764271141,6.73135518657816,10.5879122222204,0.0178000292617721,0.10175368729038,0.000495972780178896,0.000853142108642436,0.0567792179220546,3.90611435947096e-05,-3.70208506176237,-5.60826430728265,-0.319603385105687,-0.841934975765402,-5.00483607832238,2.53126501322101,17.7406008075137,0.000190955598628759
"regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143)",0.152261730455718,0.424449541918743,0.394207716327208,0.272187811463025,0.241945985871491,-0.0302418255915343,8,0.122907792670631,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0253075447867595,0.0164291641814707,1.45488496534457,4.05568264091524,3.76671720458393,2.60079767557067,2.31183223923936,-0.288965436331305,10.5879122222204,0.174698239643133,0.00204943560774275,0.00333123580637923,0.0253535226977174,0.0420216270363126,0.778186885733152,-5.82735064124788,-1.75614895470991,-2.28691536565912,-4.28175271160586,-4.71890928171178,-6.78879834904894,7.49093805342498,0.00571598638554949
"T cell differentiation (GO:0030217)",-0.14136346086205,-0.0975792261478602,0.181768475117707,0.0437842347141893,0.323131935979756,0.279347701265567,8,0.150697681600917,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00153886124140179,0.0221741802572688,-1.16267681358309,-0.802563144943173,1.49499729400335,0.360113668639915,2.65767410758644,2.29756043894652,10.5879122222204,0.27049649499499,0.439870431282571,0.164110434917476,0.725842377254853,0.022942027841564,0.0430763199029352,-6.18270732477227,-6.79177920494917,-6.06511662331323,-7.05021012498701,-4.13206461951368,-4.52281713775354,2.78377322843849,0.0927492671825838
"erythrocyte differentiation (GO:0030218)",-0.260774605386247,-0.440820058426817,-0.577517509978196,-0.180045453040569,-0.316742904591948,-0.136697451551379,8,0.103138516710955,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00297687202405574,0.0130526557435164,-2.79551279572449,-4.72560628408939,-6.19100769612029,-1.9300934883649,-3.39549490039581,-1.4654014120309,10.5879122222204,0.0180023745225161,0.000692354959440317,8.02667002280795e-05,0.0808041484423809,0.00629928229601776,0.171867225561126,-3.71318958270497,-0.635415960136241,1.57845055495766,-5.38664759443466,-2.8425387950388,-5.77718647765869,14.312811771255,0.000476507569018175
"regulation of vacuole organization (GO:0044088)",0.718756379637794,0.956726700902661,0.438020226980676,0.237970321264867,-0.280736152657118,-0.518706473921985,8,0.334489703592861,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0121541468926878,0.0895518227598986,2.94164409540792,3.91558187218827,1.79267920378844,0.973937776780343,-1.14896489161948,-2.12290266839983,10.5879122222204,0.0139221659810347,0.0025905424670043,0.10160281358627,0.351813218208156,0.275864342725549,0.0582330086112227,-3.45986887838926,-1.99676864469511,-5.64208529687704,-6.6264923484943,-6.39009831053028,-4.80706352915846,5.66235682737772,0.0143739533514659
"GMP metabolic process (GO:0046037)",-0.23903829956807,-0.112455094129614,-0.193710965513475,0.126583205438456,0.0453273340545947,-0.081255871383861,8,0.31232539713675,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0453422185701375,0.0787196905607484,-1.04344949001429,-0.490888743900388,-0.845586705312267,0.552560746113899,0.19786278470202,-0.354697961411878,10.5879122222204,0.319979097963514,0.633520517090646,0.416483504937095,0.592037667408663,0.846899840982451,0.729779501118791,-6.31025811677059,-7.00217650564308,-6.79131380037455,-6.95664330418841,-7.04449828066959,-6.76613517488157,0.419176529474293,0.743004908511959
"CTP metabolic process (GO:0046036)",0.0424456297779342,0.234404400884582,0.00714210671879974,0.191958771106648,-0.0353035230591345,-0.227262294165783,8,0.394991500789157,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.035234278235811,0.122899227203548,0.148287326484832,0.818911207238664,0.0249515419217727,0.670623880753832,-0.123335784563059,-0.793959665316891,10.5879122222204,0.884902307799747,0.430883473470834,0.980557651130832,0.516821367677989,0.904151226069514,0.444649211112486,-6.85921017916476,-6.77821217558916,-7.16732393659188,-6.8808430007704,-7.05747056033873,-6.50263630962019,0.298091221887101,0.826090200851073
"ADP metabolic process (GO:0046031)",0.131558610752542,0.0799517858109833,0.168343830439308,-0.0516068249415584,0.036785219686766,0.0883920446283245,8,0.324169744823138,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.013690785100196,0.084415899296781,0.554565416083796,0.337024654724501,0.709627943307473,-0.217540761359294,0.155062527223678,0.372603288582972,10.5879122222204,0.59071347238633,0.742684091634886,0.493266479781014,0.831922241288377,0.879688433830141,0.716794431934986,-6.70698158056429,-7.07030159078874,-6.90005445578172,-7.09461618323365,-7.0526805956877,-6.75917784587949,0.189150302899296,0.901500258876765
"nucleotide-excision repair, DNA damage removal (GO:0000718)",0.0549847237008357,-0.360891222070621,0.00124951053205975,-0.415875945771457,-0.0537352131687759,0.362140732602681,8,0.103986249477221,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0441673046229021,0.0131853251101054,0.586465211419471,-3.84925362183572,0.0133272372585213,-4.43571883325519,-0.573137974160949,3.86258085909424,10.5879122222204,0.569854739750087,0.00289679463320578,0.989614516526153,0.00109912562791004,0.578520128121768,0.00283236739197359,-6.6878678640388,-2.11130524756923,-7.16756600324354,-1.10388198872667,-6.88998982707805,-1.83145583347857,8.3474153504725,0.00389709229771087
"AMP metabolic process (GO:0046033)",-0.112826563104608,-0.304449322742807,-0.415123821004739,-0.191622759638199,-0.302297257900131,-0.110674498261932,8,0.222172670226957,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0181155819952517,0.042311033375453,-0.671784798717954,-1.81273293602826,-2.47170404613085,-1.14094813731031,-1.79991924741289,-0.658971110102582,10.5879122222204,0.516110727644655,0.098288847109466,0.0317946708652633,0.279041068956389,0.100394780182882,0.523986564702335,-6.6318667324442,-5.57689676820649,-4.54779282809132,-6.45299981652676,-5.53165756685551,-6.60360894547377,2.47038854633314,0.118534098171505
"lipid translocation (GO:0034204)",-0.371858789725353,-0.266563614602622,-0.190903400418818,0.10529517512273,0.180955389306535,0.0756602141838046,8,0.277434792630547,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0218555698557288,0.0631720818516473,-1.81201207029134,-1.29892448560161,-0.930243617675536,0.51308758468973,0.881768452615802,0.368680867926073,10.5879122222204,0.0984062415327042,0.221544396712179,0.37296874935773,0.618425330258815,0.397478117480592,0.719631151549929,-5.32502265846608,-6.28081547986274,-6.71523765601,-6.97891266463371,-6.65819117969305,-6.76073051024203,1.16877430106148,0.367174686046738
"motor neuron axon guidance (GO:0008045)",0.171828411328828,0.620617145098381,1.13000244845575,0.448788733769552,0.958174037126923,0.509385303357371,8,0.316367391760177,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.07201983701021,0.0806397464276079,0.7410815950069,2.67666994195722,4.87360623535482,1.93558834695032,4.13252464034792,2.1969362933976,10.5879122222204,0.474759638964326,0.0221884337031327,0.000549316279211507,0.0800607595699557,0.00180413056675341,0.0512709468187922,-6.58127123517513,-4.16185209194086,-0.425773946344523,-5.37812979151973,-1.56715283895917,-4.68756683413191,9.51943214585081,0.00240327399264397
"NADH metabolic process (GO:0006734)",0.915491090784473,-0.0119148560033256,0.627835182046593,-0.927405946787799,-0.28765590873788,0.639750038049919,8,0.202298904653566,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0205494146681923,0.0359370866371796,5.91464003327668,-0.0769773567622709,4.05620452171779,-5.99161739003895,-1.85843551155889,4.13318187848006,10.5879122222204,0.000117770023353821,0.940076865310734,0.00204765681499602,0.000105731672310354,0.0911027492482478,0.00180217019554391,1.3870413659006,-7.12851670115416,-1.78730833751369,1.32716277407221,-5.44348053035936,-1.37294840965631,17.9796902164222,0.000180146025274013
"branching morphogenesis of an epithelial tube (GO:0048754)",0.0603363863377553,0.260063633947428,0.54951937594567,0.199727247609673,0.489182989607915,0.289455741998242,8,0.107818805068033,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0152837285659777,0.0137986695571862,0.62908063739383,2.71148152113032,5.72941172421269,2.08240088373649,5.10033108681886,3.01793020308237,10.5879122222204,0.542630362096513,0.0208706986313035,0.000153170679615014,0.0624133307456337,0.000387680719790655,0.0121762219453268,-6.66077667277877,-4.10159515859157,0.904263721674501,-5.14653500251678,0.020082814312258,-3.29388600266212,13.3386177566258,0.000637729114338134
"inorganic anion transport (GO:0015698)",0.065279511612238,-0.29908749707133,0.0848578739315466,-0.364367008683568,0.0195783623193086,0.383945371002877,8,0.144982435059574,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0180834713549185,0.0208973394761062,0.553066084508341,-2.53395202943936,0.718939387197016,-3.0870181139477,0.165873302688675,3.25289141663637,10.5879122222204,0.591703716226425,0.0285095328495185,0.487741948709788,0.0107866409713495,0.87138145568912,0.00807141869425021,-6.70785519272925,-4.4072522062206,-6.89315233462662,-3.43457139613229,-7.05080014613512,-2.88496583524844,4.56369436343484,0.0272627356189197
"intraspecies interaction between organisms (GO:0051703)",-0.52178044880773,0.270946244231076,-0.0593303539268444,0.792726693038805,0.462450094880885,-0.33027659815792,8,0.216324113711264,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0343230521399807,0.0403732967044368,-3.18043354032019,1.65151171291555,-0.361639168388112,4.83194525323574,2.81879437193207,-2.01315088130366,10.5879122222204,0.00915968040615798,0.127947189618724,0.724734858302678,0.000586108814659417,0.0172798304629263,0.0702252428647801,-3.04394150171739,-5.81305304277666,-7.09695061652184,-0.45305601616213,-3.85286808368282,-4.98116844966654,8.05325074046673,0.00443146329332284
"interaction with symbiont (GO:0051702)",0.0478728125197914,0.217325604861856,-0.136630874505664,0.169452792342065,-0.184503687025455,-0.35395647936752,8,0.143162413401119,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00949487444981412,0.0205010914876726,0.409492621368817,1.85895139519229,-1.16870791617074,1.44945877382348,-1.57820053753956,-3.02765931136304,10.5879122222204,0.690340030496752,0.0910244624909387,0.268161608905031,0.176174500279848,0.143905602728081,0.0119700698179946,-6.78102971312611,-5.50703793285382,-6.46900494243806,-6.0788862502683,-5.8513917534634,-3.27697132659654,3.12460521155839,0.0718212065142197
"interaction with host (GO:0051701)",0.534343246768479,0.439212942361565,0.605311586286132,-0.0951303044069142,0.0709683395176527,0.166098643924567,8,0.0983997693734105,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00746377370529172,0.0123310486908312,5.89340039942826,4.84418535389339,6.6761273132416,-1.04921504553487,0.782726913813346,1.83194195934822,10.5879122222204,0.000121343996660262,0.000575035858490732,4.19722051761107e-05,0.317438450363507,0.450939328325936,0.0952074356987654,1.35646522472318,-0.442891504760428,2.25482938304918,-6.55103818771092,-6.7422029413921,-5.25937034139745,17.9730834815453,0.000180434795098602
"signal transduction involved in mitotic cell cycle checkpoint (GO:0072413)",0.0650370248706122,-0.0927043594980487,-0.298547147025807,-0.157741384368661,-0.36358417189642,-0.205842787527759,8,0.0731103257149055,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00711373733699747,0.009053805891256,0.837125759730294,-1.19324657807619,-3.84275737960795,-2.03037233780649,-4.67988313933824,-2.64951080153176,10.5879122222204,0.421015320862051,0.258825151003311,0.00292874981132896,0.0682007700704097,0.000744132706781263,0.0232736331505439,-6.50382077364781,-6.40557835902025,-2.15498870459569,-5.22946050443296,-0.654588949211669,-3.93030194700997,8.32250445460859,0.00393926414513108
