"","ConditionA_rep3","ConditionB_rep3","ConditionC_rep3","ConditionD_rep3","ConditionA_rep2","ConditionB_rep2","ConditionC_rep2","ConditionD_rep2","ConditionA_rep1","ConditionB_rep1","ConditionC_rep1","ConditionD_rep1"
"ceramide catabolic process (GO:0046514)",-0.297020384002134,-0.569129217444284,0.594406699320575,-0.0214675398374412,-0.520030920211184,-0.436197917200116,0.588876599778778,-0.0793840375489457,-0.166485739575018,-0.717855649203066,0.824628429904301,-0.306256276495926
"negative regulation of gene silencing (GO:0060969)",-0.33664601418727,-0.171406003159569,-0.517548482050921,0.574172808522621,0.423422745919222,-0.6929985521191,0.410892230782696,0.199662780334734,-0.11353336883214,-0.00217117894872149,-0.337312564481151,0.658756731900615
"regulation of gene silencing (GO:0060968)",0.199257323204278,0.160831968428984,-0.456157226887086,0.190470678660564,0.273195186366542,-0.497905580875985,0.367923856133555,0.0177089770782213,0.169582358767375,-0.104577059811085,0.00682415549462137,0.0316174655134537
"response to gravity (GO:0009629)",-0.607610926890987,0.173959038790046,0.69334969750695,-0.158668784425223,0.354347228801507,0.593653041535117,0.121743249644674,-0.864982246131572,0.086868818123938,-0.246276826102382,0.30696352439599,-0.128824443770613
"cysteine metabolic process (GO:0006534)",-0.361870162691502,0.520756123723702,-0.56357605433579,0.588899506761551,-0.5836360764492,0.443531827515406,-0.512399305007091,0.594617382753158,-0.498561107498292,0.620439109145478,-0.792133944084642,0.574000947717584
"response to progesterone (GO:0032570)",0.23984878259144,0.116331263952553,0.0230977994256929,-0.271634556854594,0.409338924578121,0.381675106475401,-0.216435157013216,-0.505601444827439,0.11594480257963,0.0366908387247196,0.124172072519279,-0.308518143442368
"Rac protein signal transduction (GO:0016601)",0.08442687747034,-0.274820415879001,0.377268519247621,0.333448097818408,-0.203167896939405,-0.340734824843851,0.60806083474334,-0.574729856518831,0.112284997571721,-0.417249393086175,0.560315967612827,-0.327768912766212
"negative regulation of telomere maintenance (GO:0032205)",0.478168958432136,-0.0503847594249092,-0.160891911056074,-0.305751835746727,0.41508966590202,0.180217476821143,-0.380011492371421,-0.0496690769717165,0.357429650561609,0.105089919761353,-0.400488278054337,-0.0673780069851536
"regulation of telomere maintenance (GO:0032204)",0.435106700043654,0.10512835213881,-0.257358103989165,-0.315314217323194,0.454594270591094,0.00183713427188109,-0.222628968537049,-0.216461949209479,0.367755465897581,0.0687332345762238,-0.390224292085339,-0.109694741107335
"telomere maintenance via semi-conservative replication (GO:0032201)",0.0271878875080647,0.437953236462966,-0.579733162573533,0.31435229994899,-0.0706602132004244,0.326416986193852,-0.636759457852752,0.55382892441873,-0.0848786020667943,0.513904493514655,-0.660073487859615,0.136637886238149
"extracellular regulation of signal transduction (GO:1900115)",0.563082267487744,-0.29244267798672,0.367862382768982,-0.720037896731513,0.234274338641546,-0.039002052739656,0.0929267773607966,-0.0888994157587839,0.681257225947024,-0.29608908498769,-0.023087228572637,-0.570345807674184
"nuclear envelope organization (GO:0006998)",-0.158359372968876,0.176294192223143,-0.0458213434957087,-0.0335716717053406,-0.139486122762379,0.157063697118568,-0.116867998144259,0.220737114144473,-0.319463942440139,0.245014146517317,-0.206207382773944,0.213081978071018
"multicellular organismal metabolic process (GO:0044236)",0.0220230229529434,-0.272720859779156,0.413725028891284,0.010088824521206,0.0832675792641208,-0.267868676286358,0.404219303952272,-0.126922231251969,0.178134985537292,-0.198400578274595,0.394983718532268,-0.415683177567597
"regulation of interleukin-6 biosynthetic process (GO:0045408)",0.6485798597328,0.0917416706141965,-0.753355439760096,0.213230780914857,0.550876551256537,-0.588260087774705,0.266945790075992,0.221235477396241,0.712742404190735,-0.677564955838799,0.118774051478362,0.0914258645191423
"regulation of cell fate specification (GO:0042659)",-0.379936541897511,0.456464601112302,-0.483500174543463,0.650340278737375,-0.0916570826423455,0.432258745238014,-0.619017532775214,0.397251619017539,-0.158668677546163,0.658707636325079,-0.529109051623674,-0.105480305854406
"positive regulation of transforming growth factor beta production (GO:0071636)",0.615417030055516,-0.404729879335223,0.414853344555652,-0.598556085310004,0.362787749861478,-0.257516993693398,0.11580755322782,-0.247111987763652,0.298533531580319,-0.438215087000393,0.407376040583443,-0.371432160547599
"cellular response to retinoic acid (GO:0071300)",-0.3373170070966,-0.254836169706537,0.203072634368728,0.450579612594478,-0.241131497474551,0.278309302761126,-0.125097891944301,0.128473448920381,-0.0965088989137363,-0.483343840137646,0.34976534425114,0.204940384195417
"fat cell differentiation (GO:0045444)",0.386791248103804,-0.154405984226788,0.0668648102035085,-0.278349325348466,-0.0624617698599564,0.222592990321358,0.111147806042702,-0.192626492126609,0.371728801055485,-0.227097807749138,0.189218467142499,-0.312667017250196
"positive regulation of insulin secretion (GO:0032024)",-0.00424163279823786,0.310727722806252,0.0340752942161762,-0.144413668827941,-0.157559815675143,0.154665555784192,0.139664913150068,-0.123504317373035,0.0394030569034151,-0.0632875879431114,0.123500591566699,-0.172579041938548
"response to hexose (GO:0009746)",-0.186100812182937,0.08817390174422,-0.0111998041144065,0.0244508377505486,-0.00262032354212796,0.0067138380988635,0.0912723771015209,-0.0251933806869812,-0.0638154300516343,-0.0032849856117661,0.108342126845122,-0.109697286799046
"exocytosis (GO:0006887)",0.131147226582936,-0.0788113141741203,0.332920147405109,-0.362340880296315,0.111547469069825,-0.144871693399644,0.229906317179163,-0.228116583172271,0.0680217438524413,0.0017150518891188,0.262189592834116,-0.34492385543555
"regulation of stem cell differentiation (GO:2000736)",0.419712099802981,-0.286690430749933,0.0247704431878742,0.167850000879633,0.174713640971278,-0.0359016289881778,-0.225496131128966,-0.00586268432011416,0.181605062316402,-0.107696250935223,-0.109371014360797,0.0953104936896535
"negative regulation of stem cell differentiation (GO:2000737)",-0.457159681229903,0.247665156628771,-0.0549304633180529,0.413229870913704,0.192156042218477,0.220125443373492,-0.455885848566505,0.0673092115658194,-0.21604904149614,0.390014360125689,-0.690157548238912,0.458666010105475
"hypotonic response (GO:0006971)",0.0209783835778876,0.586312541235131,-0.353595332249249,-0.397696721024338,0.360091262756835,0.0171924134700522,0.0354302926748774,-0.443993855518434,-0.275738391921131,0.403829752905498,-0.356608863326013,-0.171050814139935
"low-density lipoprotein particle clearance (GO:0034383)",0.115952500032592,0.329450114175284,0.00735600778842216,-0.124769446354454,-0.553017693094099,0.427428969718762,-0.0249410765131206,0.0875335756043819,-0.773466685464946,0.266963706970665,0.354122349671114,-0.301739876092842
"positive regulation of stem cell differentiation (GO:2000738)",0.315952878093717,-0.491483646436642,0.294476837944697,0.0859722774549286,-0.0413448333355917,-0.234931375477128,0.171149835158239,0.179978306689918,-0.0442271288144481,0.258674384542885,-0.0587375732453798,-0.00355793006417532
"male gamete generation (GO:0048232)",0.0436607136313385,-0.071726818220404,-0.0195987958342804,-0.115025593183806,0.156782111758579,-0.157546450377737,-0.0396482646498751,0.112943153015361,0.0432301934351963,0.0506144626055081,-0.0217485520689596,-0.0442894283925168
"positive regulation of homeostatic process (GO:0032846)",-0.0356383860311533,0.0615655287976048,0.0990810594267616,-0.156456862447107,-0.0602464336687178,0.129244954689912,-0.149207249058554,0.0426412435503446,0.205411233686721,-0.168033091893749,0.17875485033129,-0.32407413870991
"negative regulation of homeostatic process (GO:0032845)",0.299386811881197,-0.253603453410902,0.0179816220138217,-0.00373527417691111,0.265310021416179,0.0674844251023127,-0.0260646331239925,-0.0415295833271677,0.14511669279799,-0.0343680798817187,-0.0498916872286932,-0.00242148779825321
"regulation of homeostatic process (GO:0032844)",0.0394533821451709,-0.0438301200840459,0.0792496591044095,-0.0896234988180749,-0.0158127979545651,0.131101479060693,-0.0843056297725833,-0.0974225514061767,0.152415576970545,-0.0469741009201428,0.116254197418732,-0.218877014231374
"limb morphogenesis (GO:0035108)",-0.352169669830435,-0.0293626576897761,0.145963550988408,0.245343302964879,0.0615133080323457,0.110055926758466,-0.127563081933995,-0.0832345237743717,0.101218990363365,-0.212937136440614,0.133100881687446,-0.0195561349422912
"regulation of histone H3-K4 methylation (GO:0051569)",0.529413675683207,-0.0508838762437046,-0.533903749827612,-0.184968034717271,0.423933253536342,-0.188805662395052,-0.15220255694097,0.00329371222655328,0.437617517360461,-0.218059428578688,-0.236788904710495,0.229899402096488
"histone H3-K4 methylation (GO:0051568)",0.109959667078368,0.172663000763707,-0.356498939936877,-0.108508832491585,0.43280235219397,-0.182470418712652,-0.247964750570209,0.248140870829424,-0.0250274498708175,-0.181551947530142,-0.207754332139747,0.373704153164786
"histone H3-K9 methylation (GO:0051567)",0.331130637544674,-0.182454161966367,-0.0619618700600144,-0.480545191308964,0.284845557051091,-0.284178378770233,0.218785189418399,-0.117007051744357,0.531738830416249,-0.0350821744627303,0.0268647281921659,-0.465616942688432
"cilium movement (GO:0003341)",-0.621421105322301,0.608202726497719,-0.291843311567327,0.365303176714629,-0.217844810459885,0.348683563953211,-0.305213815825464,-0.158458651385247,0.0752522707747238,0.258559546234713,-0.196225796622807,-0.31103744708421
"cellular response to amino acid stimulus (GO:0071230)",0.0752815953702382,-0.231806996560298,-0.0408161618146045,0.159608563144298,-0.187163182419493,0.00765375092807649,0.22942081537879,-0.222174799572963,0.0213050821451085,-0.401564076461929,0.330052804016247,-0.0862644784162337
"cellular sodium ion homeostasis (GO:0006883)",0.18813737748441,0.0455850596516761,-0.0157786783871856,-0.498772672178028,0.394416271509601,-0.542106881801246,0.288636046137717,-0.0288069582703087,0.354840234097763,-0.00772971593924029,0.154752262751748,-0.210801836622453
"positive regulation of mitochondrial calcium ion concentration (GO:0051561)",0.0932505312605251,-0.318997422309849,-0.00995417917520136,0.0263088332981615,0.286050852991349,0.313693301506964,-0.448330419773679,-0.282105044817899,-0.345687234479726,0.55645324556223,-0.256591777800916,0.0557118813544906
"mitochondrial calcium ion homeostasis (GO:0051560)",0.0843420897283116,-0.116658320129551,-0.3169202434709,0.114447554582309,0.341390972836964,0.343192383350751,-0.344129992029032,-0.164172113251741,-0.416993918902875,0.54820251392783,-0.235852039203304,-0.0161523438751105
"hyperosmotic response (GO:0006972)",-0.275341577663946,-0.164172888407082,0.572344907296049,0.113798008534845,0.273110774243024,-0.187958980739233,0.162636688173424,-0.245682444821131,0.0181023553466178,-0.0310402747244984,0.163951510190025,-0.23972650608447
"positive regulation of histone acetylation (GO:0035066)",0.301395874329726,0.201419516464604,-0.0063854878146366,-0.553658957477227,0.319622942577338,0.195833531428542,-0.275548400568029,0.00584980237152827,0.345201277237893,-0.0280038580983137,0.0217068713711271,-0.470886722261947
"response to acidic pH (GO:0010447)",0.274262773958479,-0.0410742496050742,0.567327118283387,-0.634472534876009,-0.136560525507114,-0.186462051652317,0.717519998579277,-0.575520889329035,-0.192259083728276,0.0358395441226081,0.667152092055536,-0.658349636383721
"mitochondrial fragmentation involved in apoptotic process (GO:0043653)",-0.0473966897234662,0.743453051476437,-0.461685158574103,-0.0964045361499412,0.164139020537126,0.514873834822891,-0.358725258886345,-0.485100352617249,-0.171291557401533,0.432131542547279,0.262376423648143,-0.175999620343918
"dicarboxylic acid biosynthetic process (GO:0043650)",-0.064043624601902,-0.276486410712427,0.19874501879967,-0.0316463255960247,0.224607168236437,-0.471768476198702,0.428709483666831,-0.210436761985624,-0.182183960778575,-0.143962716693914,0.385723563439132,0.257763281616892
"positive regulation of alpha-beta T cell differentiation (GO:0046638)",0.377604066254181,-0.462097523332437,0.400236233799626,-0.156272591664057,0.0879692280907183,0.377372030235005,0.290865584188907,-0.55940780184854,0.237127673917516,-0.610322713515044,0.497172123408683,-0.213023724348987
"negative regulation of chondrocyte differentiation (GO:0032331)",0.00521080056841822,-0.759807170272074,0.431062882687399,0.500957605578549,-0.405337123006557,0.156910001414965,-0.0328539219525326,0.277435654508099,0.174329919588342,0.26367410287079,-0.760453718354247,0.412163148621949
"regulation of chondrocyte differentiation (GO:0032330)",0.0238755779217995,-0.237810801264173,0.58835432116748,-0.107465462816785,-0.257584346542851,0.244242916020944,-0.116421829988028,-0.388015124778436,0.400494830378932,0.0783238234283345,-0.0693181110216226,-0.135605569451652
"positive regulation of chondrocyte differentiation (GO:0032332)",0.379154159117758,-0.0469854248622366,0.787304594978683,-0.949185087632416,-0.465193481920362,0.491236380862134,0.0960991654920428,-0.633507026685715,0.205832536197266,-0.408495183957134,0.790728847224647,-0.292004318571789
"hypothalamus development (GO:0021854)",-0.376015257562518,0.385386496532582,-0.191318898737659,0.0620299531468281,0.126943322662382,-0.0477017848680978,0.665450924162118,-0.708630288522383,-0.573195089887114,0.388196079783213,0.447973021543387,0.010949963313841
"Sertoli cell development (GO:0060009)",-0.202860476260808,0.0943157557208224,0.269993085857641,-0.0418845557869778,0.260473710406563,0.42374263227488,-0.379978266761093,-0.361814100949901,-0.353914852071162,0.13161353145898,0.506799999999984,-0.203014758743267
"response to amine (GO:0014075)",-0.14111691188102,-0.477287884669354,0.45035041058724,0.464286549909574,0.309195568044325,-0.528104735207061,0.0902680446789514,0.425253352459073,-0.0939724727100081,-0.290795347345307,0.256173601072832,0.149525612331205
"regulation of apoptotic cell clearance (GO:2000425)",0.699763639177933,-0.603857350927176,0.60836258827451,-0.527654635975997,0.680141179833173,-0.335503063097931,-0.274048333596574,-0.0892049060594947,0.524281929835675,-0.561515818641251,0.202523022396108,0.17763779563777
"modulation by virus of host process (GO:0019054)",0.270030114816102,0.504297135468203,-0.102085967130238,-0.573698500881386,0.520078139913784,0.590881074312487,-0.526880738490664,-0.445281429290196,-0.184992319391047,0.683189119848467,-0.067428352254463,-0.517971849814121
"negative regulation of lymphocyte apoptotic process (GO:0070229)",0.391448609363568,-0.289005195105552,0.413933727331709,-0.289922970441731,0.350671246176914,-0.352043546318264,0.122469458769354,-0.202304029306529,0.551949883416984,-0.450297054201796,0.0013616388519144,-0.21631524677743
"regulation of lymphocyte apoptotic process (GO:0070228)",0.184114587558448,-0.1125568588301,0.411134744769481,-0.428772590994451,0.14774012462847,-0.318076673375949,0.344233956392519,-0.355906713283053,0.0456623051806992,-0.0816175127008401,0.204423169703331,-0.339447347689548
